StreetAddressID	BCategory	AgencyName	EventDate	EventPrice	PriceDescription	DaysOnMarket
25028	Rental	Maloney's - the Estate Agent	2018-01-12T00:00:00	2600.0	PER WEEK	58.0
25028	Rental	Maloney's the Estate Agent	2015-07-08T00:00:00	2600.0	PER WEEK	24.0
25028	Sale		2011-05-30T00:00:00	346250.0	PRIVATE TREATY	
25029	Rental	Total Property Management - Bright	2018-11-21T00:00:00	1150.0	PER WEEK	154.0
25029	Sale	Total Property Sales	2018-09-21T00:00:00	1550000.0	PRIVATE TREATY	42.0
25029	Sale	Peter Blackshaw Manuka	2014-04-05T00:00:00		Listed - not sold	192.0
25030	Sale		2019-04-05T00:00:00	1100000.0	PRIVATE TREATY	
25030	Sale		2009-03-13T00:00:00	760000.0	PRIVATE TREATY	
25030	Sale	PBR Manuka	2005-12-14T00:00:00	600000.0	AUCTION	
25030	Sale		1994-01-20T00:00:00	318000.0	PRIVATE TREATY	
25030	Sale		1992-05-06T00:00:00	300000.0	PRIVATE TREATY	
25030	Sale		1991-10-16T00:00:00	255000.0	PRIVATE TREATY	
25031	Sale	Richard Luton Manuka	2005-07-23T00:00:00		Listed - not sold	28.0
25031	Sale	PBR Manuka	2003-11-29T00:00:00		Listed - not sold	
25031	Sale	PBR Manuka	1999-06-19T00:00:00		Listed - not sold	
25036	Rental	Peter Blackshaw Real Estate Queanbeyan & Jerrabomberra	2020-02-05T00:00:00	750.0	PER WEEK	302.0
25036	Rental	Peter Blackshaw Real Estate Queanbeyan & Jerrabomberra	2018-09-19T00:00:00	800.0	PER WEEK	10.0
25036	Sale	Capital Residential	2018-08-25T00:00:00		AUCTION	
25039	Sale		1997-08-07T00:00:00	450000.0	PRIVATE TREATY	
25040	Sale		1999-09-21T00:00:00	530000.0	PRIVATE TREATY	
25043	Sale		2016-08-15T00:00:00	2000000.0	PRIVATE TREATY	
25043	Sale	Berkely residential	2012-03-30T00:00:00	1825000.0	PRIVATE TREATY	146.0
25043	Sale	PBR Manuka	2003-09-27T00:00:00	1542000.0	AUCTION	
25045	Sale		2011-12-02T00:00:00	3400000.0	PRIVATE TREATY	
25045	Sale		2007-03-08T00:00:00	1575000.0	PRIVATE TREATY	
25045	Sale		2005-01-19T00:00:00	1375000.0	PRIVATE TREATY	118.0
25046	Sale	Berkely Residential	2012-10-26T00:00:00	1535000.0	PRIVATE TREATY	232.0
25046	Sale		2007-03-08T00:00:00	1320000.0	PRIVATE TREATY	79.0
25046	Sale		1997-10-30T00:00:00	540000.0	PRIVATE TREATY	
25046	Sale		1991-04-24T00:00:00	404000.0	PRIVATE TREATY	
25052	Sale		2019-07-03T00:00:00	1690000.0	PRIVATE TREATY	
25052	Rental	Total Property Management - Bright	2018-07-04T00:00:00	1200.0	PER WEEK	133.0
25052	Sale	Total Property Sales	2018-04-13T00:00:00	1725000.0	Listed - not sold	117.0
25054	Sale		1994-05-16T00:00:00	470000.0	PRIVATE TREATY	
25055	Sale	Peter Blackshaw Real Estate Belconnen	2011-09-27T00:00:00	1200000.0	PRIVATE TREATY	24.0
25057	Rental	ReDIY	2018-01-18T00:00:00	1850.0	PER WEEK	198.0
25057	Sale	LJH Manuka	2017-04-08T00:00:00	2570000.0	PRIVATE TREATY	
25057	Sale		1995-05-04T00:00:00	415000.0	PRIVATE TREATY	
25058	Sale	Richard Luton Manuka	2002-05-17T00:00:00	1025000.0	PRIVATE TREATY	90.0
25058	Sale		1997-09-15T00:00:00	535000.0	PRIVATE TREATY	
25058	Sale		1991-04-16T00:00:00	480000.0	PRIVATE TREATY	
25059	Sale	PBR Manuka	2001-12-06T00:00:00	750000.0	PRIVATE TREATY	12.0
25062	Rental	LJ Hooker Weston Creek	2020-01-22T00:00:00	0.0	PER WEEK	
25062	Rental	Total Property Management - Bright	2017-04-05T00:00:00	1000.0	PER WEEK	49.0
25064	Sale	LJH Tuggeranong	2006-03-27T00:00:00	1070000.0	PRIVATE TREATY	261.0
25064	Sale		2003-02-24T00:00:00	927000.0	PRIVATE TREATY	69.0
25065	Sale	Peter Blackshaw Manuka	2016-05-14T00:00:00	2094000.0	AUCTION	
25066	Rental	Berkely Residential	2012-08-02T00:00:00	1950.0	PER WEEK	77.0
25066	Sale	Berkely Residential	2012-02-03T00:00:00	2800000.0	PRIVATE TREATY	167.0
25066	Sale		2009-07-17T00:00:00	2600000.0	PRIVATE TREATY	
25066	Sale		1998-08-12T00:00:00	500000.0	PRIVATE TREATY	
25066	Sale		1991-11-12T00:00:00	325000.0	PRIVATE TREATY	
25067	Sale	Luton Properties - Manuka	2017-04-01T00:00:00	3500000.0	PRIVATE TREATY	338.0
25067	Sale	PBR Manuka	2002-09-14T00:00:00	965000.0	AUCTION	
25068	Sale	Berkely Residential	2014-02-16T00:00:00		Listed - not sold	159.0
25068	Sale	Richard Luton Manuka	2010-05-08T00:00:00	1670000.0	AUCTION	
25068	Sale		1997-09-15T00:00:00	430000.0	PRIVATE TREATY	
25071	Sale	Total Property Sales	2018-09-17T00:00:00	1480000.0	PRIVATE TREATY	285.0
25071	Rental	Total Property Management - Bright	2015-10-14T00:00:00	1100.0	PER WEEK	35.0
25071	Rental	Total Property Management - Bright Partners	2014-07-23T00:00:00	1000.0	PER WEEK	76.0
25072	Sale	McGrath - Projects	2016-07-23T00:00:00	1885000.0	AUCTION	
25072	Sale		1995-03-25T00:00:00	365000.0	PRIVATE TREATY	
25074	Rental	Belle Property Kingston	2019-11-28T00:00:00	1095.0	PER WEEK	25.0
25074	Rental	Belle Property Kingston	2018-10-11T00:00:00	1090.0	PER WEEK	62.0
25075	Sale	PBR Manuka	2006-06-28T00:00:00	1280000.0	PRIVATE TREATY	67.0
25076	Rental	Luton Properties - Manuka	2013-12-17T00:00:00	1250.0	PER WEEK	23.0
25076	Sale	Luton Properties - Manuka	2013-11-08T00:00:00	2100000.0	PRIVATE TREATY	118.0
25076	Sale		2007-08-28T00:00:00	2250000.0	PRIVATE TREATY	147.0
25077	Sale	LJH Manuka	2004-12-21T00:00:00	1138000.0	PRIVATE TREATY	150.0
25077	Sale		1998-10-03T00:00:00	635000.0	PRIVATE TREATY	
25081	Sale		2006-10-14T00:00:00	1316000.0	PRIVATE TREATY	
25082	Sale		1993-04-30T00:00:00	490000.0	PRIVATE TREATY	
25083	Sale	Richard Luton Dickson	2012-02-03T00:00:00	1720000.0	PRIVATE TREATY	139.0
25086	Rental	Luton Properties - Manuka	2015-01-18T00:00:00	1100.0	PER WEEK	77.0
25086	Sale	Luton Properties - Manuka	2014-07-19T00:00:00	1900000.0	AUCTION	
25086	Sale	Richard Luton Manuka	2003-09-29T00:00:00	1241000.0	PRIVATE TREATY	58.0
25087	Sale	PBR Manuka	2003-05-26T00:00:00	1290000.0	PRIVATE TREATY	219.0
25088	Sale	Richard Luton Manuka	2005-05-20T00:00:00	2400000.0	PRIVATE TREATY	69.0
25088	Sale	PBR Manuka	2001-11-23T00:00:00	900000.0	PRIVATE TREATY	41.0
25089	Sale		1996-04-24T00:00:00	430000.0	PRIVATE TREATY	
25090	Sale	PBR Manuka	2002-08-22T00:00:00	1300000.0	PRIVATE TREATY	
25090	Sale	PBR Manuka	2001-08-25T00:00:00	777000.0	AUCTION	
25091	Sale	Belle Property Kingston	2018-04-14T00:00:00	2740000.0	PRIVATE TREATY	
25092	Sale		1997-04-12T00:00:00	525000.0	PRIVATE TREATY	
25093	Sale	LJ Hooker Manuka	2017-07-17T00:00:00	1050000.0	PRIVATE TREATY	9.0
25094	Sale	Peter Blackshaw Manuka Projects	2020-02-08T00:00:00	2520000.0	AUCTION	
25095	Sale		1996-11-20T00:00:00	582500.0	PRIVATE TREATY	
25097	Rental	Luton Properties - Manuka	2016-04-07T00:00:00	350.0	PER WEEK	56.0
25098	Sale	Colliers International - Canberra Projects and Land Sa	2019-01-11T00:00:00	2603500.0	PRIVATE TREATY	
25099	Rental	PRD Leader Real Estate	2008-11-21T00:00:00	900.0	PER WEEK	45.0
25099	Sale		2007-12-01T00:00:00	2060000.0	PRIVATE TREATY	
25099	Sale		1992-02-18T00:00:00	535000.0	PRIVATE TREATY	
25100	Sale		2016-04-07T00:00:00	3300000.0	PRIVATE TREATY	
25100	Sale		2011-11-18T00:00:00	2690000.0	PRIVATE TREATY	
25100	Sale		2002-06-07T00:00:00	1250000.0	PRIVATE TREATY	
25101	Sale	Richard Luton Manuka	2011-07-07T00:00:00	2480000.0	PRIVATE TREATY	74.0
25101	Sale		1996-04-04T00:00:00	707000.0	PRIVATE TREATY	
25101	Sale		1994-03-15T00:00:00	740000.0	PRIVATE TREATY	
25103	Sale		1993-05-25T00:00:00	408500.0	PRIVATE TREATY	
25104	Sale	PBR Manuka	2001-11-08T00:00:00	722000.0	PRIVATE TREATY	5.0
25105	Sale		2014-08-14T00:00:00	1840000.0	PRIVATE TREATY	
25105	Sale	PBR Manuka	1999-03-20T00:00:00	735000.0	AUCTION	
25105	Sale		1993-04-01T00:00:00	442000.0	PRIVATE TREATY	
25106	Sale		2012-03-29T00:00:00	1950000.0	PRIVATE TREATY	
25106	Sale		1996-09-17T00:00:00	410000.0	PRIVATE TREATY	
25106	Sale		1994-12-03T00:00:00	375000.0	PRIVATE TREATY	
25107	Sale	LJH Manuka	2003-12-22T00:00:00	1160000.0	PRIVATE TREATY	16.0
25107	Sale		1996-04-01T00:00:00	480000.0	PRIVATE TREATY	
25108	Rental	Belle Property Kingston	2018-09-26T00:00:00	1500.0	PER WEEK	112.0
25108	Sale	Peter Blackshaw Real Estate Manuka	2018-03-20T00:00:00	2900000.0	PRIVATE TREATY	131.0
25108	Sale	Berkely residential	2012-04-16T00:00:00	1640000.0	PRIVATE TREATY	162.0
25109	Sale		1993-05-21T00:00:00	495000.0	PRIVATE TREATY	
25110	Rental	Ray White Queanbeyan/Jerrabomberra	2019-10-25T00:00:00	1650.0	PER WEEK	1.0
25110	Sale	Richard Luton Manuka	2005-05-14T00:00:00	1530000.0	AUCTION	
25111	Sale	Richard Luton Manuka	2006-01-25T00:00:00	1300000.0	PRIVATE TREATY	102.0
25113	Sale	Philip Kouvelis Real estate	2019-03-15T00:00:00	1100000.0	Listed - not sold	19.0
25113	Rental	Berkely Residential	2009-03-31T00:00:00	620.0	PER WEEK	5.0
25113	Rental	Berkely residential	2007-11-28T00:00:00	550.0	PER WEEK	2.0
25114	Sale		1992-04-09T00:00:00	470000.0	PRIVATE TREATY	
25116	Sale	Belle Property Kingston	2019-02-08T00:00:00	2220000.0	PRIVATE TREATY	286.0
25116	Sale		1998-12-19T00:00:00	650000.0	PRIVATE TREATY	
25116	Sale		1998-02-04T00:00:00	580000.0	PRIVATE TREATY	
25118	Sale	Wright Dunn Real Estate 	2013-11-26T00:00:00	2600000.0	PRIVATE TREATY	39.0
25118	Sale		2008-06-14T00:00:00	2550000.0	PRIVATE TREATY	
25118	Sale		2004-12-01T00:00:00	1890000.0	PRIVATE TREATY	68.0
25118	Sale		2004-02-02T00:00:00	403365.0	PRIVATE TREATY	
25119	Sale		2008-12-05T00:00:00	2800000.0	PRIVATE TREATY	
25119	Sale		2005-08-30T00:00:00	1465000.0	PRIVATE TREATY	122.0
25120	Sale	Colliers International - Canberra Projects and Land Sa	2018-11-07T00:00:00	2200000.0	PRIVATE TREATY	
25120	Sale		2002-09-11T00:00:00	1385000.0	PRIVATE TREATY	
25121	Sale	Luton Properties - Manuka	2009-06-23T00:00:00	2380000.0	PRIVATE TREATY	577.0
25121	Rental	Luton Properties - Manuka	2009-06-12T00:00:00	1850.0	PER WEEK	12.0
25121	Rental	Richard Luton Manuka	2008-06-04T00:00:00	2500.0	PER WEEK	
25121	Rental	Richard Luton Manuka	2007-08-10T00:00:00	2500.0	PER WEEK	
25121	Sale		1994-12-15T00:00:00	563000.0	PRIVATE TREATY	
25123	Sale		2011-03-10T00:00:00	1700000.0	PRIVATE TREATY	
25124	Sale	Luton Properties - Manuka	2017-11-04T00:00:00	2950000.0	PRIVATE TREATY	
25124	Sale		1997-05-13T00:00:00	525000.0	PRIVATE TREATY	
25124	Sale		1993-05-24T00:00:00	480000.0	PRIVATE TREATY	
25126	Sale	Berkely residential	2016-04-27T00:00:00		PRIVATE TREATY	71.0
25127	Sale	Berkely Residential	2016-10-16T00:00:00		Listed - not sold	81.0
25127	Sale	Richard Luton Manuka	2006-07-15T00:00:00	2500000.0	AUCTION	
25127	Sale	Independent Woden	2004-10-02T00:00:00	1180000.0	AUCTION	
25128	Sale		1994-05-05T00:00:00	835000.0	PRIVATE TREATY	
25131	Sale	Peter Blackshaw Manuka	2015-10-22T00:00:00	2660000.0	PRIVATE TREATY	
25131	Sale	Berkely residential	2010-02-11T00:00:00	2700000.0	PRIVATE TREATY	6.0
25131	Sale	Luton Properties - Manuka	2008-11-29T00:00:00		Listed - not sold	
25131	Sale		2007-07-26T00:00:00	2750000.0	PRIVATE TREATY	19.0
25131	Sale		1992-02-25T00:00:00	700000.0	PRIVATE TREATY	
25132	Sale		1997-03-14T00:00:00	712000.0	PRIVATE TREATY	
